style_simple,full_name,beer_name_full,abv,min_ibu,max_ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Lager,Pabst Brewing Company Colt 45 High Gravity Lager,Pabst Brewing Company Colt 45 High Gravity Lager,8.5,10,30,21,19,54,16,51,15,2,10,15,4,62,2.803571,3.232143,2.821429,2.821429,2.767857,28
Lager,Mohan Breweries & Distilleries Ltd Old Monk 10000,Mohan Breweries & Distilleries Ltd Old Monk 10000,8,10,30,15,30,22,13,56,29,0,29,19,13,53,2.370968,2.66129,2.548387,2.209677,2.306452,31
Lager,Camo Brewing Company Camo Black Ice,Camo Brewing Company Camo Black Ice,10.5,10,30,8,21,52,12,50,25,0,33,10,8,31,2.014706,2.838235,2.191176,1.764706,1.867647,34
Lager,Three Floyds Brewing Co. & Brewpub Region Riot,Three Floyds Brewing Co. & Brewpub Region Riot,7.1,10,30,7,28,15,20,55,11,1,13,28,1,73,3.375,3.708333,3.75,3.416667,3.625,12
Lager,Pabst Brewing Company Colt 45 Double Malt Liquor,Pabst Brewing Company Colt 45 Double Malt Liquor,5.61,10,30,15,28,18,7,21,7,1,6,7,0,63,2.666667,2.944444,2.888889,2.861111,3,18
Lager,"City Brewing Company, LLC Crazy Stallion","City Brewing Company, LLC Crazy Stallion",5.9,10,30,11,25,19,11,44,12,0,15,17,2,37,2.46875,2.984375,2.75,2.6875,2.671875,32
Lager,Camo Brewing Company Camo Silver ICE,Camo Brewing Company Camo Silver ICE,10.6,10,30,12,19,44,14,32,18,5,14,34,6,62,1.794872,2.576923,2.115385,1.846154,2.115385,39
Lager,Melanie Brewing Company Evil Eye,Melanie Brewing Company Evil Eye,10,10,30,7,25,50,11,82,41,0,49,7,0,47,1.509615,2.221154,1.682692,1.355769,1.471154,52
Lager,Camo Brewing Company Camo High Gravity Lager,Camo Brewing Company Camo High Gravity Lager,8.5,10,30,7,29,52,17,31,17,0,13,16,1,38,1.727273,2.431818,2.193182,1.772727,2,44
Lager,United Brands Company Stack High Gravity Lager,United Brands Company Stack High Gravity Lager,9.9,10,30,11,60,42,18,60,45,1,51,19,2,58,2.307692,2.846154,2.057692,2.019231,1.884615,26
Lager,Molson Coors Canada Brador,Molson Coors Canada Brador,6,10,30,5,24,8,12,26,10,0,11,14,3,48,2.522727,2.909091,2.795455,2.818182,3,22
Lager,"City Brewing Company, LLC Earthquake High Gravity Lager","City Brewing Company, LLC Earthquake High Gravity Lager",10,10,30,18,40,44,8,57,13,0,20,7,5,57,1.744898,2.163265,1.693878,1.438776,1.612245,49
Lager,JOS. Schlitz Brewing Co. (Pabst) Schlitz Red Bull X. L. Xtra Long Malt Liquor,JOS. Schlitz Brewing Co. (Pabst) Schlitz Red Bull X. L. Xtra Long Malt Liquor,5.9,10,30,16,18,30,10,17,5,0,5,9,1,61,2.5,2.82,2.56,2.7,2.96,25
Lager,Minhas Craft Brewery Axe Head Malt Liquor,Minhas Craft Brewery Axe Head Malt Liquor,11,10,30,9,33,63,10,79,28,0,36,5,3,51,1.964286,3.035714,2.357143,1.928571,1.821429,14
Lager,Minhas Craft Brewery Clear Creek Ice,Minhas Craft Brewery Clear Creek Ice,6.2,10,30,6,20,28,2,46,10,0,7,3,0,31,2.175,2.65,2.625,2.425,2.725,20
Lager,Camo Brewing Company Camo Black Extra,Camo Brewing Company Camo Black Extra,12.2,10,30,3,15,33,12,48,14,0,27,10,4,30,1.9,3.2,1.9,1.8,1.8,5
Lager,Boston Beer Company (Samuel Adams) Samuel Adams Octoberfest,Boston Beer Company (Samuel Adams) Samuel Adams Octoberfest,5.3,18,25,13,42,11,35,47,11,0,22,43,13,84,3.476756,3.799525,3.624142,3.686741,3.825409,1893
Lager,Paulaner Brauerei GmbH & Co. KG Paulaner Oktoberfest-Märzen,Paulaner Brauerei GmbH & Co. KG Paulaner Oktoberfest-Märzen,5.8,18,25,27,44,9,40,72,28,1,35,61,10,121,3.712451,3.822628,3.836957,3.911067,4.039526,1012
Lager,Spaten-Franziskaner-Bräu Spaten Oktoberfestbier Ur-Märzen,Spaten-Franziskaner-Bräu Spaten Oktoberfestbier Ur-Märzen,5.9,18,25,30,30,6,31,42,10,0,11,47,5,105,3.314902,3.671978,3.554827,3.518744,3.693533,1067
Lager,Great Lakes Brewing Company Great Lakes Oktoberfest,Great Lakes Brewing Company Great Lakes Oktoberfest,6.5,18,25,16,36,16,41,63,13,3,20,49,24,129,3.75,3.989336,3.953791,4.031991,4.10782,422
Lager,Victory Brewing Company Festbier,Victory Brewing Company Festbier,5.6,18,25,16,48,6,20,57,11,0,12,29,20,101,3.635634,3.739968,3.760835,3.784109,3.957464,623
Lager,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Oktoberfest-Märzen,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Oktoberfest-Märzen,5.8,18,25,24,41,6,30,60,10,3,19,42,9,138,3.75837,3.852256,3.832606,3.933042,4.07278,687
Lager,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Festbier,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Festbier,5.8,18,25,25,32,6,26,44,14,2,17,57,9,90,3.490268,3.529197,3.649635,3.604623,3.886861,411
Lager,Jacob Leinenkugel Brewing Company Leinenkugel's Oktoberfest,Jacob Leinenkugel Brewing Company Leinenkugel's Oktoberfest,5.1,18,25,16,22,3,26,36,10,0,9,28,9,65,2.947368,3.410526,3.025,2.953947,3.194737,380
Lager,Hofbräuhaus München Hofbräu Oktoberfestbier,Hofbräuhaus München Hofbräu Oktoberfestbier,6.3,18,25,17,31,4,32,48,10,6,6,46,3,81,3.141907,3.347007,3.436807,3.308204,3.544346,451
Lager,Avery Brewing Company The Kaiser,Avery Brewing Company The Kaiser,8,18,25,9,38,36,30,76,18,0,23,44,16,110,3.796041,4.008606,3.827022,3.827022,3.645439,581
Lager,Left Hand Brewing Company Left Hand Oktoberfest,Left Hand Brewing Company Left Hand Oktoberfest,6.6,18,25,16,32,22,41,63,5,0,9,58,31,115,3.56229,3.808081,3.680135,3.670034,3.772727,297
Lager,Harpoon Brewery Catamount Octoberfest Beer,Harpoon Brewery Catamount Octoberfest Beer,5.3,18,25,17,60,4,60,59,20,0,24,76,19,115,3.75,4.25,3.75,3.75,4.25,2
Lager,Spoetzl Brewery Shiner Oktoberfest,Spoetzl Brewery Shiner Oktoberfest,5.8,18,25,12,31,10,39,44,9,1,12,49,14,72,3.195652,3.611801,3.279503,3.267081,3.456522,161
Lager,New Glarus Brewing Company Staghorn Octoberfest,New Glarus Brewing Company Staghorn Octoberfest,6.25,18,25,43,54,4,35,64,19,1,23,59,20,117,3.741036,3.896414,3.924303,3.998008,4.131474,251
Lager,Great Divide Brewing Company Hoss,Great Divide Brewing Company Hoss,6.2,18,25,31,36,9,42,58,28,1,36,63,34,134,3.647147,3.833333,3.813814,3.846847,3.933934,333
Lager,Flying Dog Brewery Dogtoberfest,Flying Dog Brewery Dogtoberfest,5.6,18,25,17,46,7,47,71,19,1,12,69,10,115,3.479839,3.685484,3.527218,3.553427,3.639113,496
Lager,Yuengling Brewery Oktoberfest,Yuengling Brewery Oktoberfest,5.45,18,25,17,28,11,26,52,7,0,13,33,6,82,3.130435,3.586957,3.565217,3.434783,3.456522,23
Lager,Brauerei Beck & Co. Beck's Oktoberfest,Brauerei Beck & Co. Beck's Oktoberfest,5,18,25,13,34,5,29,49,12,0,14,41,5,87,3.28803,3.598504,3.375312,3.352868,3.551122,401
Lager,Gordon Biersch Brewery Restaurant Gordon Biersch Märzen,Gordon Biersch Brewery Restaurant Gordon Biersch Märzen,5.7,18,25,7,30,9,21,52,16,0,12,21,4,72,3.4,3.658824,3.507843,3.547059,3.694118,255
Lager,Three Floyds Brewing Co. & Brewpub Munsterfest,Three Floyds Brewing Co. & Brewpub Munsterfest,6,18,25,18,46,8,35,47,15,2,26,50,11,95,3.649733,3.679144,3.745989,3.748663,3.893048,187
Lager,Firestone Walker Brewing Co. Oaktoberfest,Firestone Walker Brewing Co. Oaktoberfest,5,18,25,19,39,5,39,52,23,1,26,64,26,95,3.695652,3.956522,3.913043,3.934783,4.086957,23
Lager,Warsteiner Brauerei Warsteiner Premium Oktoberfest,Warsteiner Brauerei Warsteiner Premium Oktoberfest,5.9,18,25,18,38,8,30,53,9,2,17,58,7,89,3.142424,3.3,3.324242,3.248485,3.551515,165
Lager,Boulevard Brewing Co. Bob's '47 Oktoberfest,Boulevard Brewing Co. Bob's '47 Oktoberfest,5.8,18,25,6,21,2,16,38,21,0,24,23,5,68,3.642857,3.753456,3.767281,3.804147,3.910138,217
Lager,Summit Brewing Company Summit Oktoberfest Marzen,Summit Brewing Company Summit Oktoberfest Marzen,6.5,18,25,12,37,23,36,73,28,2,28,44,10,91,3.463115,3.727459,3.678279,3.67418,3.696721,244
Lager,Paulaner Brauerei GmbH & Co. KG Paulaner Wiesn Bier,Paulaner Brauerei GmbH & Co. KG Paulaner Wiesn Bier,6,18,25,40,35,6,41,44,14,7,22,72,12,105,3.669355,3.907258,3.879032,3.854839,4.145161,124
Lager,Jack's Abby Brewing Copper Legend,Jack's Abby Brewing Copper Legend,5.7,18,25,19,33,6,30,56,14,1,13,49,9,86,3.166667,3.333333,3.166667,3.166667,3.166667,3
Lager,Two Brothers Brewing Company Atom Smasher,Two Brothers Brewing Company Atom Smasher,7,18,25,13,38,17,25,56,10,0,13,29,20,83,3.518519,3.574074,3.453704,3.555556,3.5,54
Lager,Saint Arnold Brewing Company Saint Arnold Oktoberfest,Saint Arnold Brewing Company Saint Arnold Oktoberfest,6.6,18,25,11,35,13,27,52,12,2,18,29,2,65,3.560714,3.692857,3.603571,3.653571,3.782143,140
Lager,Stoudts Brewing Co. Oktober Fest,Stoudts Brewing Co. Oktober Fest,5,18,25,15,37,9,37,50,25,0,25,69,3,83,3.488479,3.711982,3.631336,3.624424,3.794931,217
Lager,Blue Point Brewing Company Blue Point Oktoberfest,Blue Point Brewing Company Blue Point Oktoberfest,5.5,18,25,15,40,2,34,53,9,0,20,46,12,73,3.524038,3.721154,3.581731,3.620192,3.8125,104
Lager,Flying Fish Brewing Company OktoberFish,Flying Fish Brewing Company OktoberFish,6,18,25,8,23,7,15,42,21,0,18,28,2,68,3.5,3.600877,3.535088,3.557018,3.701754,114
Lager,Sly Fox Brewing Company Oktoberfest,Sly Fox Brewing Company Oktoberfest,6.1,18,25,19,43,1,36,53,16,0,19,50,6,102,3.596154,3.826923,3.75,3.884615,4.028846,52
Lager,Narragansett Brewing Co. Narragansett Fest,Narragansett Brewing Co. Narragansett Fest,5.5,18,25,27,35,4,43,42,8,2,8,53,12,110,3.472527,4.06044,3.714286,3.642857,3.82967,91
Lager,August Schell Brewing Company Oktoberfest,August Schell Brewing Company Oktoberfest,5.5,18,25,22,36,12,32,62,11,0,9,58,13,105,3.444444,3.738562,3.555556,3.591503,3.784314,153
Lager,Capital Brewery Oktoberfest,Capital Brewery Oktoberfest,5.5,18,25,13,36,5,35,67,18,4,23,44,17,123,3.590164,3.72541,3.663934,3.618852,3.786885,122
Lager,"Lakefront Brewery, Inc. Oktoberfest Lager Beer","Lakefront Brewery, Inc. Oktoberfest Lager Beer",5.7,18,25,16,42,5,25,65,18,6,15,40,14,107,3.263636,3.522727,3.495455,3.386364,3.459091,110
Lager,Thirsty Dog Brewing Company Barktoberfest,Thirsty Dog Brewing Company Barktoberfest,6,18,25,19,61,22,43,82,11,1,14,66,4,137,3.592593,3.657407,3.740741,3.648148,3.768519,54
Lager,Genesee Brewing Co. / Dundee Brewing Co. Dundee Oktoberfest,Genesee Brewing Co. / Dundee Brewing Co. Dundee Oktoberfest,5.5,18,25,14,38,10,30,61,17,0,19,47,11,109,3.339844,3.632812,3.375,3.460938,3.617188,128
Lager,Sprecher Brewing Company Oktoberfest,Sprecher Brewing Company Oktoberfest,6,18,25,16,38,8,25,73,15,1,20,32,9,106,3.735507,3.778986,3.717391,3.786232,3.902174,138
Lager,Grupo Modelo S.A. de C.V. Negra Modelo,Grupo Modelo S.A. de C.V. Negra Modelo,5.4,15,25,7,29,5,21,42,6,0,9,27,5,89,3.149644,3.442399,3.317696,3.407957,3.5962,842
Lager,Warsteiner Brauerei Warsteiner Premium Dunkel,Warsteiner Brauerei Warsteiner Premium Dunkel,4.9,15,25,14,57,2,48,49,10,0,8,38,10,100,3.293162,3.57265,3.374359,3.441026,3.62735,585
Lager,Hofbräuhaus München Hofbräu Dunkel,Hofbräuhaus München Hofbräu Dunkel,5.5,15,25,14,43,7,38,62,15,1,18,48,6,127,3.563348,3.861991,3.717195,3.769231,3.868778,221
Lager,Brauerei Beck & Co. Beck's Dark,Brauerei Beck & Co. Beck's Dark,5,15,25,8,31,1,31,13,10,1,4,30,2,51,2.953642,3.369205,3.109272,3.084437,3.238411,302
Lager,Harpoon Brewery Barrel Aged Munich Dark,Harpoon Brewery Barrel Aged Munich Dark,5.5,15,25,16,95,11,48,86,14,1,14,26,13,162,2,4,3,2.5,2.5,1
Lager,Spaten-Franziskaner-Bräu Spaten Dunkel,Spaten-Franziskaner-Bräu Spaten Dunkel,5.5,15,25,17,57,9,21,75,23,1,35,24,2,121,3.562092,3.673203,3.640523,3.650327,3.823529,153
Lager,"Lakefront Brewery, Inc. Eastside Dark","Lakefront Brewery, Inc. Eastside Dark",5.52,15,25,11,60,1,44,57,6,0,5,43,11,92,3.464865,3.716216,3.605405,3.678378,3.721622,185
Lager,Pennsylvania Brewing Company Penn Dark,Pennsylvania Brewing Company Penn Dark,5,15,25,17,45,11,39,55,5,0,9,38,7,121,3.701646,3.888889,3.8107,3.901235,4.037037,243
Lager,Mother Earth Brewing Dark Cloud,Mother Earth Brewing Dark Cloud,5.1,15,25,21,44,7,30,58,8,0,17,29,5,102,3.697802,3.928571,3.917582,3.851648,4.027473,91
Lager,Klosterbrauerei Weltenburg Weltenburger Kloster Barock Dunkel,Klosterbrauerei Weltenburg Weltenburger Kloster Barock Dunkel,4.7,15,25,13,61,12,24,54,12,0,22,19,9,122,3.715686,3.926471,3.735294,3.852941,3.906863,102
Lager,Asahi Breweries Ltd Asahi Black (Kuronama),Asahi Breweries Ltd Asahi Black (Kuronama),5,15,25,16,43,7,42,45,18,0,26,25,14,80,3.458333,3.671875,3.453125,3.557292,3.671875,96
Lager,Flensburger Brauerei GmbH Und Co. KG Flensburger Dunkel,Flensburger Brauerei GmbH Und Co. KG Flensburger Dunkel,4.8,15,25,22,43,11,44,59,12,0,15,76,25,144,3.654255,3.87234,3.579787,3.739362,3.893617,94
Lager,Church Brew Works Pious Monk Dunkel,Church Brew Works Pious Monk Dunkel,4.3,15,25,22,55,7,28,91,23,0,48,31,10,121,3.494318,3.590909,3.573864,3.607955,3.732955,88
Lager,Capital Brewery Capital Dark,Capital Brewery Capital Dark,5.4,15,25,25,60,11,42,53,13,1,19,34,6,123,3.633858,3.834646,3.625984,3.795276,3.956693,127
Lager,Kaltenberg International / König Ludwig International GmbH & Co.KG König Ludwig Dunkel,Kaltenberg International / König Ludwig International GmbH & Co.KG König Ludwig Dunkel,5.1,15,25,10,37,1,30,64,10,0,14,20,5,89,3.618421,3.881579,3.644737,3.855263,3.907895,38
Lager,Christian Moerlein Brewing Company Barbarossa Double Dark Lager,Christian Moerlein Brewing Company Barbarossa Double Dark Lager,5,15,25,18,52,10,38,89,20,0,26,44,11,107,3.688406,3.702899,3.753623,3.862319,4.050725,69
Lager,Jack's Abby Brewing Red Tape Lager,Jack's Abby Brewing Red Tape Lager,5,15,25,25,51,3,35,75,18,1,22,46,12,131,4,4.25,4,3.75,3.75,2
Lager,Surly Brewing Company Schadenfreude,Surly Brewing Company Schadenfreude,5,15,25,19,65,4,43,65,8,0,11,38,12,144,3.625,3.9375,3.953125,3.96875,4.0625,32
Lager,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH Ettaler Kloster Dunkel,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH Ettaler Kloster Dunkel,5,15,25,21,52,8,37,80,19,0,17,38,7,138,3.637755,3.908163,3.913265,3.857143,4.005102,98
Lager,Der HirschBrau/Privatbrauerei Höss Holzar-Bier,Der HirschBrau/Privatbrauerei Höss Holzar-Bier,5.2,15,25,9,31,6,18,61,5,0,10,23,5,82,3.531915,3.675532,3.62234,3.638298,3.824468,94
Lager,Sly Fox Brewing Company Dunkel Lager,Sly Fox Brewing Company Dunkel Lager,5.3,15,25,25,49,8,29,81,15,2,18,38,9,132,3.472973,3.644144,3.612613,3.554054,3.806306,111
Lager,Sprecher Brewing Company Winter Brew,Sprecher Brewing Company Winter Brew,5.86,15,25,12,85,19,45,107,19,1,32,42,7,147,3.706522,3.875,3.76087,3.831522,3.847826,92
Lager,Franconia Brewing Company Franconia Dunkel,Franconia Brewing Company Franconia Dunkel,4.4,15,25,10,67,1,55,41,4,0,1,24,5,123,3.84375,3.90625,3.71875,3.9375,4.125,16
Lager,Matt Brewing Company Saranac Lake Effect Lager,Matt Brewing Company Saranac Lake Effect Lager,5.95,15,25,13,36,7,35,51,12,1,12,34,12,94,3.5,3.766234,3.623377,3.623377,3.707792,77
Lager,Brauerei Hirt GmbH Hirter Morchl,Brauerei Hirt GmbH Hirter Morchl,5,15,25,18,68,16,31,77,26,0,39,30,6,132,3.727273,3.886364,3.727273,3.852273,3.875,44
Lager,The Olde Mecklenburg Brewery Dunkel Lager,The Olde Mecklenburg Brewery Dunkel Lager,4.9,15,25,19,50,5,42,58,3,2,6,51,6,123,3.78125,4.15625,4.21875,4.25,4.21875,16
Lager,Brauerei Göss (Brau Union) Gösser Dark Beer,Brauerei Göss (Brau Union) Gösser Dark Beer,4.2,15,25,31,63,7,52,76,14,0,18,51,1,135,3.652174,3.869565,3.641304,3.793478,3.913043,46
Lager,Brauerei Pinkus Mueller Organic Pinkus Jubilate,Brauerei Pinkus Mueller Organic Pinkus Jubilate,5.5,15,25,19,53,13,37,83,33,2,30,45,7,123,3.576389,3.868056,3.576389,3.520833,3.715278,72
Lager,Grupo Modelo S.A. de C.V. León,Grupo Modelo S.A. de C.V. León,4.5,15,25,8,34,2,22,37,3,0,3,22,3,65,2.953488,3.325581,3.081395,3.151163,3.290698,43
Lager,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Münchner Dunkel,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Münchner Dunkel,5,15,25,20,45,4,42,83,19,2,20,42,8,119,3.857143,4.047619,3.928571,3.928571,4.071429,21
Lager,Matt Brewing Company Saranac Lager,Matt Brewing Company Saranac Lager,5.5,15,25,10,14,4,10,31,5,0,7,14,1,50,2.969595,3.263514,3.158784,3.155405,3.5,148
Lager,Grimm Brothers Brewhouse Fearless Youth,Grimm Brothers Brewhouse Fearless Youth,5.2,15,25,21,52,8,37,95,18,0,32,39,6,129,4.333333,4.5,4,4.5,4.5,3
Lager,Paulaner Brauerei GmbH & Co. KG Paulaner Original Münchner Dunkel,Paulaner Brauerei GmbH & Co. KG Paulaner Original Münchner Dunkel,5,15,25,13,57,7,35,78,6,0,9,28,8,121,3.578947,3.684211,3.552632,3.684211,3.605263,19
Lager,Klosterbrauerei Andechs Andechser Dunkel,Klosterbrauerei Andechs Andechser Dunkel,4.9,15,25,18,81,5,41,83,15,0,28,42,11,140,3.794118,3.941176,3.897059,3.911765,4.014706,34
Lager,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Tradition,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Tradition,5.2,15,25,17,54,3,38,70,19,0,27,40,1,113,3.72619,3.904762,3.678571,3.738095,3.833333,42
Lager,Mahou S.A. Negra,Mahou S.A. Negra,5.5,15,25,13,45,11,47,59,13,3,16,34,3,104,3.105263,3.473684,3.421053,3.447368,3.578947,19
Lager,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Märzen,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Märzen,5.4,20,30,8,33,6,30,26,5,4,2,26,124,64,4.207537,4.021372,3.899325,4.065804,3.830146,889
Lager,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier UrBock,,,,,,,,,,,,,,,,,,,,,
Lager,Jack's Abby Brewing Smoke & Dagger,Jack's Abby Brewing Smoke & Dagger,5.8,20,30,18,90,10,53,71,12,0,26,45,103,128,4.166667,4.222222,4.166667,4.277778,4.222222,9
Lager,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Eiche,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Eiche,8,20,30,6,47,16,25,47,11,0,13,34,95,58,4.238532,3.841743,3.970183,4.158257,4.045872,218
Lager,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Weizen,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Weizen,5.2,20,30,10,43,9,14,34,19,0,21,15,122,98,4.028529,3.947447,3.776276,3.870871,3.762763,333
Lager,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Fastenbier,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Fastenbier,5.9,20,30,15,66,12,55,63,7,1,9,69,121,106,4.361446,4.138554,4.120482,4.295181,4.198795,83
Lager,Caldera Brewing Company Rauch Ür Bock,Caldera Brewing Company Rauch Ür Bock,7.4,20,30,6,34,8,15,74,17,2,19,12,99,64,4.309524,3.821429,3.892857,4.154762,4.166667,42
Lager,Cervejaria Sudbrack Ltda Eisenbahn Rauchbier,Cervejaria Sudbrack Ltda Eisenbahn Rauchbier,6.3,20,30,13,38,14,27,74,14,0,22,27,95,100,3.877907,3.796512,3.843023,3.953488,3.97093,86
Lager,Roy Pitz Brewing Company Ludwig's Revenge,Roy Pitz Brewing Company Ludwig's Revenge,5,20,30,16,69,8,38,55,3,0,3,17,65,83,3.892857,3.857143,3.857143,3.857143,4,14
Lager,Brauerei Göller Zur Alten Freyung Göller Rauchbier,Brauerei Göller Zur Alten Freyung Göller Rauchbier,4.9,20,30,13,46,11,26,45,18,6,18,42,84,80,3.75,3.791667,3.625,3.666667,3.875,12
Lager,Matt Brewing Company Saranac Rauchbier,Matt Brewing Company Saranac Rauchbier,5.6,20,30,15,49,8,21,27,14,0,14,29,76,72,3.070312,3.304688,3.335938,3.210938,3.453125,64
Lager,Southern Star Brewing Company Rauchbier,Southern Star Brewing Company Rauchbier,5.6,20,30,19,33,11,20,30,13,0,7,27,105,53,3.65,4.05,3.75,3.6,3.55,10
Lager,New Albanian Brewing Company - Pizzeria and Public House Bonfire Of The Valkyries,New Albanian Brewing Company - Pizzeria and Public House Bonfire Of The Valkyries,8,20,30,12,84,11,45,60,5,2,2,23,96,98,4.071429,3.785714,4.142857,4.214286,3.928571,7
Lager,Sly Fox Brewing Company Rauchbier,Sly Fox Brewing Company Rauchbier,5.2,20,30,16,45,13,24,38,6,2,3,25,107,69,4.071429,3.892857,3.857143,4.071429,4.107143,28
Lager,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Krausen,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Krausen,4.55,20,30,29,56,12,22,23,13,1,6,28,93,67,3.807692,4.038462,4.038462,3.884615,3.923077,13
Lager,New Orleans Lager & Ale Brewing Company (NOLA) Smoky Mary,New Orleans Lager & Ale Brewing Company (NOLA) Smoky Mary,5.3,20,30,3,11,3,6,15,2,0,2,6,51,34,3.928571,4.071429,4.285714,4.285714,4.285714,7
Lager,Starr Hill Brewery Smoke Out,Starr Hill Brewery Smoke Out,8,20,30,3,30,3,3,23,10,1,7,2,33,22,3.75,3.5625,3.5,3.625,3.625,8
Lager,Marshall Wharf Brewing Company / Three Tides Restaurant Deep Purple,Marshall Wharf Brewing Company / Three Tides Restaurant Deep Purple,6.2,20,30,2,11,4,3,16,6,0,6,5,38,18,3.666667,3.583333,3.333333,3.25,3.333333,6
Lager,Zero Gravity Craft Brewery / American Flatbread Smokey The Beer,Zero Gravity Craft Brewery / American Flatbread Smokey The Beer,5.2,20,30,4,12,2,5,11,0,0,0,7,19,22,4,3.666667,4.5,4.5,4.333333,3
Lager,Iron Hill Brewery & Restaurant Rauchbier,Iron Hill Brewery & Restaurant Rauchbier,3.8,20,30,10,32,12,10,56,27,2,32,6,87,45,3.875,3.875,3.775,3.925,3.975,20
Lager,Brauerei Gasthof Kundmüller Weiherer Rauch,Brauerei Gasthof Kundmüller Weiherer Rauch,5.3,20,30,11,29,8,19,24,13,0,9,24,54,27,3.730769,3.730769,3.307692,3.5,3.461538,13
Lager,Brauerei Gasthof Rittmayer Hallerndorfer Raiterla Rauchbier,Brauerei Gasthof Rittmayer Hallerndorfer Raiterla Rauchbier,5,20,30,6,13,6,8,16,2,3,3,10,34,27,4.25,3.75,4.125,4.125,3.875,4
Lager,Appalachian Brewing Company RauchBock,,,,,,,,,,,,,,,,,,,,,
Lager,Micro Cervejaria Bamberg Bamberg Rauchbier,Micro Cervejaria Bamberg Bamberg Rauchbier,4.8,20,30,8,9,5,2,7,3,0,2,2,23,20,4.25,3.5,3.75,3.5,3.5,2
Lager,Dragonmead Microbrewery Dragonmead Bishop Bob's Holy Smoke,Dragonmead Microbrewery Dragonmead Bishop Bob's Holy Smoke,5.6,20,30,3,15,1,5,19,4,2,5,6,37,30,3.25,3.9375,3.3125,3.5,3.5,8
Lager,Boston Beer Company (Samuel Adams) Samuel Adams Black Lager,Boston Beer Company (Samuel Adams) Samuel Adams Black Lager,4.9,20,30,16,57,3,45,38,3,0,5,18,4,94,3.632195,3.890228,3.748327,3.850736,3.907631,1494
Lager,Köstritzer Schwarzbierbrauerei GmbH & Co. Köstritzer Schwarzbier,Köstritzer Schwarzbierbrauerei GmbH & Co. Köstritzer Schwarzbier,4.8,20,30,26,80,13,59,51,17,1,13,41,24,123,3.66259,4.041007,3.784173,3.890647,4.038849,695
Lager,Spoetzl Brewery Bohemian Black Lager,Spoetzl Brewery Bohemian Black Lager,4.9,20,30,8,47,6,52,36,4,0,5,35,5,91,3.329099,3.659353,3.351039,3.451501,3.632794,433
Lager,Uinta Brewing Company Baba Black Lager,Uinta Brewing Company Baba Black Lager,4,20,30,28,69,4,48,41,9,0,9,29,13,101,3.5,3.9,3.733333,3.5,3.566667,15
Lager,Matt Brewing Company Saranac Black Forest,Matt Brewing Company Saranac Black Forest,5.5,20,30,19,43,3,31,57,10,0,15,34,3,73,3.54512,3.813076,3.596685,3.748619,3.808471,543
Lager,Magic Hat Brewing Company Howl,Magic Hat Brewing Company Howl,4.6,20,30,22,74,7,69,42,4,0,2,33,14,114,3.578811,3.829457,3.680879,3.717054,3.812661,387
Lager,Sprecher Brewing Company Black Bavarian,Sprecher Brewing Company Black Bavarian,6,20,30,9,59,9,58,37,4,0,3,30,9,107,3.905213,4.093602,4.027251,4.162322,4.132701,422
Lager,Kulmbacher Brauerei AG Mönchshof Schwarzbier,Kulmbacher Brauerei AG Mönchshof Schwarzbier,4.9,20,30,13,70,5,43,52,11,1,14,34,7,100,3.851275,4.056657,3.92068,4.032578,4.189802,353
Lager,Rahr & Sons Brewing Company Ugly Pug Black Lager,Rahr & Sons Brewing Company Ugly Pug Black Lager,4.5,20,30,14,53,4,40,55,2,1,1,26,8,75,3.53125,3.767361,3.493056,3.607639,3.725694,144
Lager,Královský Pivovar Krušovice a.s. Krušovice Cerne,Královský Pivovar Krušovice a.s. Krušovice Cerne,3.8,20,30,24,58,3,58,40,6,0,7,49,6,91,3.449735,3.851852,3.465608,3.526455,3.685185,189
Lager,Pabst Brewing Company McSorley's Irish Black Lager,Pabst Brewing Company McSorley's Irish Black Lager,5.5,20,30,31,73,5,68,64,11,0,9,55,2,123,3.345324,3.615108,3.492806,3.55036,3.636691,139
